100.0
10000
34.84,5.55
4.70,56.39
59.40,12.65
63.12,91.96
32.21,76.76
75.32,96.43
89.78,24.81
53.24,31.81
52.43,48.94
55.98,70.23
75.25,92.40
73.92,45.71
20.74,14.51
17.51,39.77
40.26,24.20
71.59,72.53
68.39,36.56
45.12,49.95
80.40,25.11
93.15,99.91
35.78,13.41
12.79,15.22
32.99,74.15
18.48,9.97
30.19,81.19
82.71,87.07
44.57,90.69
88.49,9.49
28.97,10.99
76.79,65.59
38.79,57.96
88.31,19.64
44.19,82.20
92.73,42.65
13.22,97.88
70.40,25.95
89.99,38.75
61.68,89.90
18.57,16.62
27.38,13.78
18.32,59.83
69.91,29.27
98.87,64.70
49.42,39.57
14.43,1.84
91.75,48.96
96.07,81.03
25.73,13.53
67.77,92.99
6.02,52.79
47.71,14.92
75.20,93.90
59.66,87.46
93.16,55.77
30.97,45.21
15.74,18.30
33.49,10.55
35.49,63.86
31.77,40.63
7.14,22.57
38.57,51.61
67.72,0.69
42.43,30.63
27.33,22.41
63.66,86.22
50.03,69.23
16.29,80.69
66.63,58.29
1.16,34.47
60.98,61.30
32.97,91.41
49.83,29.00
7.96,86.82
32.49,52.74
52.61,65.29
20.98,64.18
54.06,54.22
74.27,47.15
62.78,10.66
50.41,11.26
74.80,24.20
59.76,56.18
46.42,76.52
48.99,37.30
67.94,29.44
71.05,29.14
24.42,37.79
99.24,70.85
1.39,60.60
24.93,69.87
51.35,74.89
38.12,34.54
22.79,79.95
27.32,3.80
67.84,16.81
51.25,43.59
86.77,17.50
28.49,82.99
38.05,41.95
63.33,70.66
41.12,56.24
76.13,42.19
25.92,55.67
34.54,2.49
37.65,38.09
88.72,43.67
88.53,88.87
97.60,38.69
59.00,47.37
96.33,73.73
90.26,86.63
95.42,7.99
77.19,53.14
21.21,78.91
66.05,81.08
3.97,2.55
85.06,17.39
95.38,54.62
87.50,67.64
50.11,55.44
66.65,0.45
37.52,24.19
10.21,28.84
59.35,11.94
97.32,20.33
36.37,71.18
5.87,74.68
93.04,69.90
89.95,47.81
12.99,12.89
7.64,93.93
59.93,89.53
27.93,43.60
59.07,27.87
22.32,35.21
11.85,98.18
51.13,69.48
73.64,75.46
87.89,62.30
58.18,40.32
85.83,29.98
45.28,70.10
79.85,52.56
58.99,48.17
34.62,26.14
52.33,98.38
94.86,32.76
81.55,33.43
67.25,28.15
78.15,91.77
65.37,71.38
29.96,25.39
78.52,98.40
63.89,92.80
83.50,71.61
