100.0
1000
35.38,50.78
21.59,64.21
80.81,42.52
28.45,0.49
86.48,62.71
10.44,29.07
30.77,23.84
6.95,95.49
18.64,19.75
3.60,95.23
78.70,1.49
6.35,43.89
52.95,32.61
15.14,18.52
0.93,33.96
60.45,99.02
80.83,53.47
34.05,52.81
88.99,25.69
39.97,74.67
36.02,17.97
15.75,14.35
13.15,95.29
25.55,99.34
55.33,74.21
6.20,87.06
39.11,77.97
55.77,61.85
62.95,49.22
89.65,25.56
44.83,24.90
53.70,17.23
38.07,28.27
76.14,37.62
10.09,87.58
60.41,47.24
50.56,47.46
69.49,52.52
75.81,99.95
29.15,94.59
74.45,24.87
82.17,7.04
95.39,96.25
58.53,14.92
14.11,80.81
87.71,5.83
25.57,27.42
68.24,15.81
2.73,22.38
26.96,37.56
28.79,64.03
46.02,76.85
57.90,92.94
8.97,53.72
84.48,98.52
19.06,70.02
4.22,11.71
72.68,41.57
31.55,84.79
28.66,24.41
97.43,53.93
0.38,47.91
89.23,77.87
11.53,4.46
10.05,47.08
98.94,35.42
28.65,61.65
16.14,95.97
63.24,83.36
89.77,77.98
92.37,77.56
7.90,18.78
14.53,73.99
73.72,26.88
84.12,92.05
41.43,10.53
36.39,95.66
61.69,4.33
76.03,65.81
3.58,50.42
45.22,4.45
87.12,6.05
5.60,12.60
55.66,17.27
65.61,17.75
41.38,19.58
59.74,60.54
28.40,0.94
39.64,89.48
97.98,89.79
67.99,53.80
48.22,11.23
15.98,28.96
16.66,88.52
52.42,57.60
98.22,53.48
78.55,38.95
43.48,69.66
6.24,54.35
42.45,64.94
99.43,73.15
47.66,16.58
98.53,43.85
67.01,31.09
25.98,38.56
61.56,13.41
27.32,85.41
16.51,26.04
36.69,93.15
14.44,96.80
68.27,44.92
29.23,46.17
25.78,14.16
76.26,69.95
91.25,34.48
99.82,31.04
1.02,37.47
52.51,85.32
42.03,57.83
22.66,90.93
4.90,93.38
95.91,27.86
11.40,99.14
94.78,84.92
93.52,89.25
26.28,55.36
38.93,18.30
81.58,18.80
33.30,14.39
74.28,77.40
23.77,40.48
73.94,56.89
0.07,67.47
90.34,79.80
39.49,52.85
90.38,66.92
90.42,32.06
84.55,26.02
75.55,46.39
2.51,42.10
79.97,50.45
88.67,92.18
52.43,65.67
87.56,69.59
88.43,71.34
56.23,17.44
82.75,54.50
36.31,39.36
36.15,71.62
41.73,76.26
75.70,10.28
70.06,12.80
1.97,77.83
24.93,4.21
6.99,85.01
45.07,94.93
17.06,37.49
71.40,34.08
1.54,95.88
48.05,79.72
54.65,15.78
45.03,23.74
1.39,33.18
11.16,62.26
0.23,18.01
13.91,82.57
15.73,78.58
0.08,37.24
12.15,63.18
15.25,27.96
75.69,71.62
53.67,27.76
7.35,59.06
70.58,28.63
40.96,87.25
78.64,13.50
31.89,54.22
67.11,16.37
30.44,12.39
27.92,52.65
1.17,67.30
46.42,72.76
74.42,34.30
16.06,16.44
19.50,19.02
66.26,22.69
10.32,78.81
50.32,80.72
13.89,17.24
26.74,91.16
69.40,61.09
80.87,43.41
41.74,70.54
76.73,5.03
26.66,37.05
98.67,62.22
57.25,30.59
41.56,46.44
11.14,68.15
34.51,31.70
46.24,88.86
38.06,89.48
99.05,37.51
37.77,43.65
64.27,77.89
67.91,76.71
36.75,80.23
38.40,0.21
37.73,52.66
5.31,17.32
66.12,15.90
20.55,73.65
12.62,52.36
20.07,13.33
49.33,96.00
61.52,32.02
61.02,67.97
1.98,45.72
15.46,4.21
14.43,74.87
79.62,66.07
77.65,77.02
76.17,72.59
38.20,48.06
40.56,44.21
35.76,51.92
82.65,1.29
3.23,31.89
78.88,18.34
1.62,2.67
21.16,94.91
26.49,21.72
26.68,67.50
27.31,90.93
69.45,53.31
14.33,45.09
28.60,86.43
88.16,42.48
61.25,79.68
16.75,84.58
98.41,21.19
1.75,56.80
31.16,93.95
21.34,0.59
1.50,88.47
10.43,97.76
37.16,64.23
40.77,73.02
73.01,3.71
93.20,97.38
83.06,94.34
72.06,6.20
6.39,68.66
98.28,29.14
88.12,30.15
31.21,65.99
72.12,93.62
12.08,32.52
76.06,72.79
91.90,43.38
51.39,54.77
5.77,95.38
80.85,11.56
81.42,63.65
94.50,12.04
25.41,25.90
91.41,14.29
12.68,85.18
38.74,37.86
16.63,70.63
82.59,38.31
55.67,57.17
45.50,32.20
99.93,60.33
4.62,49.70
76.79,30.27
41.37,24.28
37.59,90.27
28.36,63.81
99.81,39.43
73.08,86.36
58.16,66.55
68.52,44.87
66.74,2.91
10.93,9.96
29.64,75.19
32.27,27.70
2.25,6.79
60.55,19.97
97.28,55.53
65.37,49.30
10.15,68.97
67.68,26.94
27.08,84.64
93.07,3.25
55.39,1.88
25.89,43.07
20.96,4.36
78.23,54.81
10.11,18.00
21.80,12.16
94.61,47.60
43.72,79.58
67.38,47.38
77.74,28.99
34.10,45.57
31.42,13.75
50.88,61.23
76.51,48.53
72.18,22.60
95.22,28.55
74.34,20.82
78.03,10.29
50.37,10.05
50.08,67.14
29.04,95.68
62.73,28.28
57.80,36.16
24.53,6.51
2.93,20.44
61.25,21.98
62.76,73.37
88.93,32.51
60.02,84.22
55.45,88.56
78.21,49.65
56.58,40.78
33.30,71.97
60.33,42.00
26.89,55.75
80.15,1.49
10.00,1.64
21.67,69.25
97.46,4.70
90.51,50.85
12.44,26.54
89.21,78.98
7.33,25.46
50.40,97.18
3.22,96.83
50.04,43.18
13.40,97.15
20.01,54.46
67.99,99.52
32.05,57.22
36.72,55.73
56.97,41.33
54.67,20.84
12.13,68.45
91.96,29.49
97.78,8.31
72.29,0.41
88.99,49.01
37.85,85.26
93.11,81.21
78.19,71.08
5.27,13.12
89.48,91.81
94.17,33.62
6.99,3.77
28.70,4.15
58.59,32.13
12.42,26.31
19.90,1.41
27.17,2.14
12.78,21.27
99.91,76.47
77.89,11.06
97.42,26.76
69.70,11.30
22.48,44.75
67.13,48.40
32.05,36.54
67.22,90.12
23.08,52.82
30.35,53.69
34.76,49.36
75.59,5.65
97.55,69.51
82.61,23.45
18.46,34.89
42.62,72.18
30.05,28.36
14.90,86.84
46.06,54.20
87.89,40.42
60.43,64.39
14.17,21.03
98.75,47.01
87.03,37.87
80.78,83.15
53.36,24.54
81.43,91.90
11.99,11.30
83.50,99.75
29.75,92.91
0.19,89.98
18.47,27.76
8.05,10.94
55.36,65.57
71.45,47.28
96.39,15.97
58.80,87.98
27.82,38.35
47.69,56.38
24.49,54.60
90.98,3.32
35.16,60.48
69.41,2.53
95.02,39.13
87.37,28.84
73.23,60.42
78.17,44.81
99.65,83.91
72.61,68.65
78.96,69.61
50.36,47.57
92.42,41.10
37.67,14.39
8.39,38.22
36.63,62.68
70.93,43.06
71.64,35.68
12.51,62.12
16.62,87.80
41.74,99.92
23.11,43.89
89.88,65.17
3.77,51.28
60.92,8.88
38.37,91.99
19.19,6.00
60.06,98.93
65.79,56.94
48.80,98.30
0.46,3.33
5.32,83.06
39.02,23.73
4.64,7.22
58.41,99.16
30.98,79.27
70.81,15.94
77.38,24.62
86.40,3.70
52.96,81.26
10.48,90.20
78.09,90.98
34.50,91.49
63.57,49.15
23.23,45.81
63.98,80.00
70.31,42.56
66.94,11.70
93.30,94.21
30.38,35.64
65.85,47.97
8.14,47.67
39.32,36.65
10.42,85.58
89.26,23.80
30.29,96.95
33.10,6.71
29.73,93.77
4.57,2.73
19.87,76.66
37.67,59.48
88.40,40.15
8.35,97.31
24.66,2.68
5.77,13.80
67.43,40.40
56.46,54.20
54.26,42.01
4.62,79.41
81.98,43.50
59.67,43.33
97.89,46.31
58.15,25.49
28.63,70.10
51.43,51.27
19.22,42.12
22.57,72.35
99.05,79.59
56.58,72.86
13.10,77.94
36.45,12.87
57.16,78.70
14.23,20.37
33.77,53.78
11.14,95.24
2.13,9.52
33.52,94.08
29.51,83.48
52.69,23.85
64.58,79.90
85.68,83.72
43.39,65.15
31.26,59.74
8.08,24.12
61.02,94.73
64.87,60.16
38.94,27.40
33.33,6.57
44.18,18.46
42.07,6.13
2.16,59.52
7.19,6.52
86.32,90.60
89.50,14.17
39.51,36.30
64.00,46.81
77.69,6.85
50.89,25.93
81.21,1.01
51.20,54.27
49.16,89.98
2.04,30.68
90.99,58.42
16.78,64.86
56.07,27.52
3.34,67.95
56.68,87.70
60.60,11.39
23.14,24.09
36.79,66.06
40.22,26.52
97.03,56.67
53.78,37.65
87.24,91.90
3.39,7.89
1.02,60.09
32.37,93.62
52.69,12.40
50.09,56.51
35.01,90.32
73.06,96.25
93.28,93.14
51.22,76.06
78.77,22.30
93.55,81.19
53.95,84.26
43.30,84.33
9.70,81.13
17.40,78.44
20.25,69.40
16.57,77.64
5.50,20.95
33.40,79.91
92.35,77.72
33.97,31.24
66.83,51.61
65.45,30.64
86.85,84.66
46.64,67.40
82.01,51.01
31.55,87.87
1.14,51.67
97.17,47.69
81.02,26.11
95.35,16.98
0.22,80.35
26.64,71.27
51.24,10.32
38.77,18.72
10.58,81.40
26.27,85.67
12.00,10.31
9.34,6.52
31.02,83.78
99.91,41.76
70.34,40.14
20.56,78.25
95.15,34.41
28.27,49.62
5.12,5.39
8.94,51.59
45.24,63.89
50.90,16.80
51.92,25.53
76.23,56.92
2.40,18.52
6.99,75.80
85.83,7.03
70.32,7.16
42.57,84.18
1.01,32.18
24.44,5.44
83.28,88.49
13.38,52.24
84.11,90.22
98.40,39.12
70.21,41.17
51.44,3.04
67.42,37.46
61.68,42.59
17.21,24.63
84.83,7.37
8.16,95.06
38.81,72.35
